Location,Post Office,State,Postcode,Latitude,Longitude
Perumahan Tiram Perdana,Kuantan,Pahang,25200,3.8103455,103.2897318
Perumahan Tok Sira,Kuantan,Pahang,25050,3.8205367,103.3548109
Politeknik Kuantan,Kuantan,Pahang,25350,3.8609541,103.322725
Politeknik Sultan Ahmad Shah (Polisas),Kuantan,Pahang,25350,3.8614899,103.3129453
Pos Malaysia Berhad,Kuantan,Pahang,25670,3.80926,103.32967
Pusat Khidmat Kontraktor,Kuantan,Pahang,25000,3.8052062,103.3266859
Pusat Komersil Chendor,Kuantan,Pahang,26100,3.9695475,103.3702811
Putra Square,Kuantan,Pahang,25300,3.8168963,103.3262434
RRM Batu Hitam (Beserah),Kuantan,Pahang,26100,3.8765382,103.3599898
Risda Negeri,Kuantan,Pahang,25200,3.811255,103.3170451
Rumah Murah Permatang Badak,Kuantan,Pahang,25150,3.824973,103.3238999
Rumah Pangsa Permai,Kuantan,Pahang,25100,3.7990892,103.3154168
Semambu,Kuantan,Pahang,25350,3.8544436,103.33138
Seng Heng Garden,Kuantan,Pahang,25250,3.8240341,103.334369
Setiausaha Kerajaan Negeri,Kuantan,Pahang,25503,3.809596,103.326671
Setiausaha Keselamatan Negeri,Kuantan,Pahang,25524,3.7633859,103.2201828
Sungai Charu,Kuantan,Pahang,25200,3.820257,103.312323
Sungai Isap,Kuantan,Pahang,25150,3.7826767,103.2752731
Sungai Karang Batu 9,Kuantan,Pahang,26100,3.9091413,103.3558057
Sungai Karang Darat,Kuantan,Pahang,26100,3.906617,103.3538145
Sungai Karang Pantai,Kuantan,Pahang,26100,3.900445,103.3623742
Sungai Panching Selatan,Kuantan,Pahang,26010,3.7957899,103.1692661
Sungai Panching Timur,Kuantan,Pahang,26040,3.8167092,103.2004677
Sungai Ular,Kuantan,Pahang,26080,4.0419254,103.3955556
Suruhanjaya Perkhidmatan Awam,Kuantan,Pahang,25520,3.8080758,103.3269739
Suruhanjaya Pilihanraya Negeri,Kuantan,Pahang,25690,3.8097512,103.3266842
Survey Quarters,Kuantan,Pahang,25250,3.816024,103.3281407
Taman Ah Heng,Kuantan,Pahang,25250,3.818922,103.343008
Taman Air Puteh Maju,Kuantan,Pahang,25300,3.8330162,103.3408317
Taman Air Putih,Kuantan,Pahang,25300,3.8330162,103.3408317
Taman Aishah,Kuantan,Pahang,25150,3.7439165,103.1971067
Taman Alam Perdana,Kuantan,Pahang,25200,3.845345,103.289837
Taman Alfa Indah,Kuantan,Pahang,25250,3.7547036,103.2036942
Taman Alor Akar,Kuantan,Pahang,25250,3.8338356,103.3499338
Taman Alor Akar Indah,Kuantan,Pahang,25250,3.8338356,103.3499338
Taman Aman,Kuantan,Pahang,25250,3.826123,103.3471739
Taman Anda,Kuantan,Pahang,25300,3.821865,103.3242941
Taman Aneka Jaya,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman Aneka Jaya,Kuantan,Pahang,26070,3.7981836,103.2144134
Taman Aneka Jaya (Jalan Gambang),Kuantan,Pahang,25150,3.7735748,103.2538522
Taman Aneka Jaya (Semambu),Kuantan,Pahang,25350,3.871548,103.3311499
Taman Anggerik Desa,Kuantan,Pahang,25300,3.832768,103.3265819
Taman Angkasa,Kuantan,Pahang,25300,3.833013,103.3417958
Taman Angsa,Kuantan,Pahang,25300,3.836401,103.3291822
Taman Ashikan Bayu,Kuantan,Pahang,26060,3.7021869,103.3356272
Taman Asia,Kuantan,Pahang,25300,3.828212,103.329616
Taman Astaka Village,Kuantan,Pahang,26060,3.8022101,103.3248867
Taman Astana View,Kuantan,Pahang,25200,3.8313128,103.2682757
Taman Bahagia,Kuantan,Pahang,25250,3.819425,103.3488799
Taman Bak Siah,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Bakti,Kuantan,Pahang,25050,3.816629,103.3475519
Taman Balok Aman,Kuantan,Pahang,26080,4.0488109,103.393389
Taman Balok Baru,Kuantan,Pahang,26080,3.962475,103.384135
Taman Balok Cahaya,Kuantan,Pahang,26100,3.95658,103.38792
Taman Balok Darat,Kuantan,Pahang,26100,3.9078915,103.3553105
Taman Balok Fajar,Kuantan,Pahang,26100,3.964368,103.3831102
Taman Balok Jaya 1 & 2,Kuantan,Pahang,26100,3.7872389,103.3299272
Taman Balok Maju,Kuantan,Pahang,26100,3.7867317,103.3296771
Taman Balok Makmur,Kuantan,Pahang,26080,3.962475,103.384135
Taman Balok Permai,Kuantan,Pahang,26100,3.8780893,103.3598001
Taman Balok Ria,Kuantan,Pahang,26080,4.0488109,103.393389
Taman Balok Sejahtera,Kuantan,Pahang,26100,3.9280401,103.3690896
Taman Baru (Jalan Ayer Puteh),Kuantan,Pahang,25300,3.8383083,103.3379237
Taman Baru (Jalan Taman Bee),Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Baru Chendering,Kuantan,Pahang,25150,3.7857636,103.2524635
Taman Bashah Jaya,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Batu Hitam,Kuantan,Pahang,26100,3.8765382,103.3599898
Taman Bee,Kuantan,Pahang,25250,3.8271367,103.323576
Taman Beirut,Kuantan,Pahang,25200,3.81442,103.3135
Taman Belukar Maju,Kuantan,Pahang,25150,3.7791898,103.2800564
Taman Berjaya,Kuantan,Pahang,25300,3.83549,103.350336
Taman Berjaya Permai,Kuantan,Pahang,26060,3.7285757,103.3187206
Taman Berlian,Kuantan,Pahang,25300,3.9342998,102.3756155
Taman Bersatu,Kuantan,Pahang,25350,3.8398074,103.2028368
Taman Bersekutu,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Beserah,Kuantan,Pahang,25300,3.828206,103.3383172
Taman Beserah,Kuantan,Pahang,26100,3.868518,103.3593008
Taman Beserah Jaya,Kuantan,Pahang,25250,3.8326779,103.3477979
Taman Beserah Permai,Kuantan,Pahang,26100,3.8837074,103.3355664
Taman Bintang,Kuantan,Pahang,25100,3.796869,103.3110601
Taman Bukit Perlindung (1 & 2),Kuantan,Pahang,25050,3.8190998,103.3621817
Taman Bukit Rangin,Kuantan,Pahang,25150,3.798766,103.267867
Taman Bukit Setongkol,Kuantan,Pahang,25200,3.80747,103.3094547
Taman Bukit Ubi,Kuantan,Pahang,25200,3.8188916,103.3128021
Taman Bukit Ubi Jaya,Kuantan,Pahang,25200,3.8188916,103.3128021
Taman Bumi Raya,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Bunga Raya,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Cahaya (Bukit Galing),Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Cahaya (Kampung Jawa),Kuantan,Pahang,25200,3.8045336,103.3124493
Taman Cahaya Timur,Kuantan,Pahang,25300,3.829187,103.3429604
Taman Cempaka,Kuantan,Pahang,25350,3.8000621,103.315371
Taman Cempedak,Kuantan,Pahang,25050,3.817427,103.349672
Taman Cenderawasih,Kuantan,Pahang,25200,3.800513,103.3046899
Taman Cenderawasih Baru,Kuantan,Pahang,25200,3.8020908,103.3018645
Taman Cenderawasih Indah,Kuantan,Pahang,25200,3.800513,103.3046899
Taman Chendor Baru,Kuantan,Pahang,26080,4.1612795,103.4010813
Taman Chendor Perdana,Kuantan,Pahang,26100,3.9695475,103.3702811
Taman Chengal Lempong Damai,Kuantan,Pahang,26100,3.9695475,103.3702811
Taman Chia,Kuantan,Pahang,25300,3.836467,103.351276
Taman Chung Chin,Kuantan,Pahang,25200,3.8106139,103.2924512
Taman City,Kuantan,Pahang,25300,3.849718,103.2901584
Taman Coorperative,Kuantan,Pahang,25050,3.8022101,103.3248867
Taman Dahlia (Bukit Setongkol),Kuantan,Pahang,25200,3.8103822,103.3023629
Taman Damai,Kuantan,Pahang,25250,3.803069,103.3090801
Taman Datin Maharum,Kuantan,Pahang,25050,3.7904311,103.393389
Taman Dato Rashid,Kuantan,Pahang,25350,3.8773648,103.3360988
Taman Desa,Kuantan,Pahang,25350,3.7852851,103.2572664
Taman Desa Anggerik,Kuantan,Pahang,25300,3.832768,103.3265819
Taman Desa Aspa,Kuantan,Pahang,26080,3.94819,103.3411568
Taman Desa Bistari,Kuantan,Pahang,26060,3.8172623,103.3250239
Taman Desa Cahaya,Kuantan,Pahang,25200,3.78474,103.275023
Taman Desa Jawa (Kampung Tengah),Kuantan,Pahang,25200,3.802476,103.3121678
Taman Desa Jaya,Kuantan,Pahang,25200,3.8185488,103.291948
Taman Desa Mesra,Kuantan,Pahang,25150,3.7852851,103.2572664
Taman Desa Samudra,Kuantan,Pahang,25200,3.822943,103.3059711
Taman Desa Teratai,Kuantan,Pahang,25200,3.807232,103.3062329
Taman Dr Mohd Taib,Kuantan,Pahang,25150,3.7439165,103.1971067
Taman East Coast,Kuantan,Pahang,25250,3.8181679,103.3262236
Taman East Dragon,Kuantan,Pahang,25250,3.799005,103.3150741
Taman Emerald,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Fairmont,Kuantan,Pahang,25200,3.816822,103.3080451
Taman Fock Wah,Kuantan,Pahang,25250,3.823746,103.3417951
Taman Fong Seong,Kuantan,Pahang,25350,3.8534777,103.3269652
Taman Galing,Kuantan,Pahang,25300,3.820687,103.329266
Taman Galing Kecil,Kuantan,Pahang,25050,3.806214,103.3288677
Taman Galing Park,Kuantan,Pahang,25250,3.816929,103.3413991
Taman Gaya,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Gelora,Kuantan,Pahang,25050,3.807321,103.34745
Taman Gelugor 10,Kuantan,Pahang,26100,3.8801045,103.3649289
Taman Gembira,Kuantan,Pahang,25300,3.8315829,103.3359551
Taman Goh,Kuantan,Pahang,25250,3.8166089,103.3447949
Taman Golden City,Kuantan,Pahang,25100,3.812454,103.3194179
Taman Gudang Rasau Aman,Kuantan,Pahang,25150,3.7673374,103.2534301
Taman Guru,Kuantan,Pahang,25150,3.772033,103.2718568
Taman Haji Junid,Kuantan,Pahang,25200,3.8119649,103.3183513
Taman Happy,Kuantan,Pahang,25250,3.8162195,103.3298525
Taman Harapan,Kuantan,Pahang,25300,3.83153,103.337869
Taman Hasfa,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Hasfa Tunas,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Hong Seng,Kuantan,Pahang,25300,3.8273549,103.3391659
Taman Idaman,Kuantan,Pahang,25200,3.830187,103.274813
Taman Imbi,Kuantan,Pahang,25300,3.830206,103.3332329
Taman Impian Ku,Kuantan,Pahang,25200,3.863098,103.250513
Taman Indah,Kuantan,Pahang,25300,3.83512,103.3272518
Taman Indera,Kuantan,Pahang,25300,3.835212,103.3466281
Taman Indera Mahkota,Kuantan,Pahang,25200,3.8204186,103.2813677
Taman Indera Mahkota 5,Kuantan,Pahang,25200,3.8218154,103.2894368
Taman Indera Mahkota Jaya,Kuantan,Pahang,25200,3.824973,103.3238999
Taman Intan,Kuantan,Pahang,25250,3.820888,103.337896
Taman Ipoh,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Irama,Kuantan,Pahang,25200,3.830651,103.3248269
Taman Jade,Kuantan,Pahang,25100,3.802531,103.3193959
Taman Jalan Galing,Kuantan,Pahang,25250,3.8225352,103.3354185
Taman Jalan Semambu,Kuantan,Pahang,25350,3.8544436,103.33138
Taman Jariah,Kuantan,Pahang,26100,3.9695475,103.3702811
Taman Jasmin,Kuantan,Pahang,25100,3.7990892,103.3154168
Taman Jasmin,Kuantan,Pahang,25200,3.82906,103.3061828
Taman Jaya,Kuantan,Pahang,25050,3.8153,103.353458
Taman Jubli,Kuantan,Pahang,25300,3.846452,103.3009942
Taman Kampung Jawa,Kuantan,Pahang,25200,3.8045336,103.3124493
Taman Kampung Padang Jaya,Kuantan,Pahang,25200,3.8498403,103.2553306
Taman Kampung Padang Permai,Kuantan,Pahang,25200,3.8595162,103.2562119
Taman Kampung Padang Sejahtera,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman Kasturi,Kuantan,Pahang,25050,3.816394,103.326146
Taman Kempadang Jaya,Kuantan,Pahang,26060,3.7493536,103.3235934
Taman Kerjasama,Kuantan,Pahang,25050,3.812531,103.3468492
Taman Kim Leng,Kuantan,Pahang,25300,3.829836,103.3422728
Taman Kingdom,Kuantan,Pahang,25050,3.815578,103.3493108
Taman Klasik,Kuantan,Pahang,25300,3.832427,103.3387944
Taman Koperatif,Kuantan,Pahang,25050,3.7904311,103.393389
Taman Kota Ria,Kuantan,Pahang,25200,3.8225168,103.3015053
Taman Kuan San,Kuantan,Pahang,25250,3.8249092,103.3350924
Taman Kuantan,Kuantan,Pahang,25250,3.821527,103.3404052
Taman Kuantan Jaya,Kuantan,Pahang,25300,3.752426,103.3044028
Taman Kubang Buaya,Kuantan,Pahang,25250,3.8223722,103.3448752
Taman Kurnia,Kuantan,Pahang,25300,3.8280464,103.3399468
Taman Kurnia Jaya,Kuantan,Pahang,25150,3.784051,103.291794
Taman Kwong Sang,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman LKNP (Bukit Setongkol),Kuantan,Pahang,25200,3.824973,103.3238999
Taman LKNP (Jalan Beserah),Kuantan,Pahang,25300,3.8192804,103.3322561
Taman LKNP Baru,Kuantan,Pahang,25050,3.82535,103.332388
Taman LKNP Medan Tok Sera,Kuantan,Pahang,25050,3.7904311,103.393389
Taman LKNP Peringkat 1,Kuantan,Pahang,25050,3.7904311,103.393389
Taman LKNP Peringkat 2,Kuantan,Pahang,25050,3.7904311,103.393389
Taman LKNP Sekilau Maju,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman LKNP Semambu PT I,Kuantan,Pahang,25350,3.8544436,103.33138
Taman Lee Choon,Kuantan,Pahang,25250,3.805206,103.3266862
Taman Lee Town Apartment,Kuantan,Pahang,25100,3.810214,103.3199809
Taman Lion,Kuantan,Pahang,25100,3.809016,103.3202498
Taman Lorong Kijang,Kuantan,Pahang,25050,3.7904311,103.393389
Taman MCA,Kuantan,Pahang,25300,3.8249278,103.3295912
Taman MCA Satu,Kuantan,Pahang,25300,3.806975,103.3248238
Taman Madu,Kuantan,Pahang,25200,3.803952,103.310005
Taman Mahawangsa,Kuantan,Pahang,25300,3.832511,103.328367
Taman Mahkota,Kuantan,Pahang,25200,3.824973,103.3238999
Taman Mahkota Aman,Kuantan,Pahang,26070,3.7981836,103.2144134
Taman Mahkota Idaman,Kuantan,Pahang,25200,3.824973,103.3238999
Taman Mahkota Jaya,Kuantan,Pahang,26070,3.7981836,103.2144134
Taman Mahkota Makmur,Kuantan,Pahang,26070,3.7935545,103.2513152
Taman Mahkota Perdana,Kuantan,Pahang,25200,3.824973,103.3238999
Taman Mahkota Permai,Kuantan,Pahang,26070,3.8292704,103.2704784
Taman Mahsuri,Kuantan,Pahang,25100,3.805599,103.3184549
Taman Maju,Kuantan,Pahang,25250,3.8008466,103.2965756
Taman Maju Jaya,Kuantan,Pahang,25200,3.817829,103.314805
Taman Makmor,Kuantan,Pahang,25050,3.8154088,103.3352388
Taman Mariamah,Kuantan,Pahang,25250,3.830651,103.3453192
Taman Mas,Kuantan,Pahang,25250,3.8240341,103.334369
Taman Mat Kilau,Kuantan,Pahang,25100,3.8007894,103.3195153
Taman Mayfair,Kuantan,Pahang,25250,3.821622,103.344057
Taman Medan Tok Sira,Kuantan,Pahang,25050,3.8022101,103.3248867
Taman Mega,Kuantan,Pahang,25150,3.836303,103.3485862
Taman Mega Gold,Kuantan,Pahang,25200,3.8089644,103.3111881
Taman Mega View,Kuantan,Pahang,25100,3.8056452,103.3291175
Taman Megah Jaya,Kuantan,Pahang,25300,3.879799,103.335476
Taman Megah Ria,Kuantan,Pahang,25300,3.8343138,103.3464119
Taman Melodies,Kuantan,Pahang,25050,3.816996,103.346104
Taman Melody,Kuantan,Pahang,25050,3.816996,103.346104
Taman Melor,Kuantan,Pahang,25050,3.9429021,103.236978
Taman Melor Desa,Kuantan,Pahang,25100,3.8127936,103.2833464
Taman Merbok,Kuantan,Pahang,25050,3.7904311,103.393389
Taman Merdeka,Kuantan,Pahang,25050,3.8092526,103.3307835
Taman Metro,Kuantan,Pahang,25250,3.82671,103.3407158
Taman Mewah,Kuantan,Pahang,25250,3.823475,103.346789
Taman Midah,Kuantan,Pahang,25250,3.8088441,103.3240352
Taman Mirama,Kuantan,Pahang,25300,3.830651,103.3248269
Taman Muhibah,Kuantan,Pahang,25100,3.813927,103.3035289
Taman Muhibbah,Kuantan,Pahang,25200,3.813927,103.3035289
Taman Multiplier,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Murni,Kuantan,Pahang,25100,3.787994,103.279846
Taman Mutiara,Kuantan,Pahang,25250,3.826059,103.339521
Taman Mutiara Perdana,Kuantan,Pahang,26100,3.9077564,103.3561553
Taman Num Chun,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman Onn Loke,Kuantan,Pahang,25250,3.8249714,103.3425435
Taman Orkid,Kuantan,Pahang,25250,3.820086,103.3426739
Taman Pacific,Kuantan,Pahang,25300,3.824291,103.3278329
Taman Padang Jaya,Kuantan,Pahang,25200,3.8498403,103.2553306
Taman Padang Perdana,Kuantan,Pahang,25200,3.8597183,103.2470655
Taman Padang Sungai Soi,Kuantan,Pahang,26060,3.7700152,103.2721284
Taman Paka,Kuantan,Pahang,25350,3.8534777,103.3269652
Taman Pandan,Kuantan,Pahang,25150,3.779155,103.233064
Taman Pandan Damai,Kuantan,Pahang,25150,3.779155,103.233064
Taman Pandan Damai 1,Kuantan,Pahang,26070,3.7941271,103.2378902
Taman Pandan Perdana,Kuantan,Pahang,25150,3.7719939,103.22451
Taman Pandan Perdana 2,Kuantan,Pahang,26070,3.7776888,103.2228214
Taman Pandan Permai,Kuantan,Pahang,25150,3.772973,103.234263
Taman Pandan Sejahtera 1,Kuantan,Pahang,26070,3.7863585,103.2307949
Taman Pangsa Puri Permai,Kuantan,Pahang,25100,3.823051,103.3243639
Taman Pantai Cempedak,Kuantan,Pahang,25050,3.815505,103.361737
Taman Paramount,Kuantan,Pahang,25250,3.819425,103.34888
Taman Pauline,Kuantan,Pahang,25300,3.835733,103.3416011
Taman Paya Tiga,Kuantan,Pahang,25200,3.8046877,103.2958443
Taman Pelangi,Kuantan,Pahang,25100,3.7990892,103.3154168
Taman Pelindong,Kuantan,Pahang,25050,3.833555,103.35218
Taman Pelindong Bayu,Kuantan,Pahang,26100,3.836266,103.3722519
Taman Pelindong Damai,Kuantan,Pahang,26100,3.836266,103.3722519
Taman Pelindong Indah,Kuantan,Pahang,26100,3.852908,103.36759
Taman Peng On,Kuantan,Pahang,25250,3.825006,103.3436761
Taman Peninsular,Kuantan,Pahang,25300,3.835505,103.3291391
Taman Peninsular Court,Kuantan,Pahang,25300,3.835505,103.3291391
Taman Peninsular Jaya,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Penor Jaya,Kuantan,Pahang,26060,3.752426,103.3044028
Taman Perdana,Kuantan,Pahang,25200,3.826953,103.3250918
Taman Perdana,Kuantan,Pahang,26070,3.7719939,103.22451
Taman Permatang Badak Maju,Kuantan,Pahang,25150,3.7917046,103.2651597
Taman Pertama,Kuantan,Pahang,25300,3.82191,103.329027
Taman Polo,Kuantan,Pahang,25200,3.8308113,103.3089213
Taman Prima Bayu,Kuantan,Pahang,26060,3.7021869,103.3356272
Taman Prima Jaya,Kuantan,Pahang,26060,3.752426,103.3044028
Taman Putra / Putri,Kuantan,Pahang,25150,3.776777,103.270344
Taman Puyu,Kuantan,Pahang,25300,3.83218,103.3403461
Taman RRM Kempadang Perdana,Kuantan,Pahang,26060,3.7021869,103.3356272
Taman RRM Peramu,Kuantan,Pahang,26060,3.7021869,103.3356272
Taman Rasa Sayang,Kuantan,Pahang,25300,3.8311923,103.324078
Taman Rasau Aman,Kuantan,Pahang,25150,3.761806,103.21475
Taman Rasau Permata,Kuantan,Pahang,25150,3.7673374,103.2534301
Taman Raya,Kuantan,Pahang,25100,3.804938,103.3203971
Taman Rimau,Kuantan,Pahang,25350,3.8534777,103.3269652
Taman River View,Kuantan,Pahang,25250,4.1055748,103.382643
Taman Rose,Kuantan,Pahang,25200,3.729985,103.311886
Taman Ruby,Kuantan,Pahang,25250,3.818403,103.3397111
Taman Salmah,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman Samudera,Kuantan,Pahang,26080,4.0488109,103.393389
Taman Saujana,Kuantan,Pahang,25250,3.8293304,103.3428152
Taman Sea View,Kuantan,Pahang,25250,3.822328,103.3340558
Taman Seberang Balok,Kuantan,Pahang,26080,3.9581951,103.386642
Taman Sekilau,Kuantan,Pahang,25200,3.823505,103.3229182
Taman Sekilau Maju,Kuantan,Pahang,25200,3.8240498,103.325385
Taman Sekilau Maju (Jalan Air Puteh),Kuantan,Pahang,25350,3.835634,103.336719
Taman Sekilau Makmur,Kuantan,Pahang,25200,3.823505,103.3229182
Taman Sekilau Mewah,Kuantan,Pahang,25200,3.826953,103.3250918
Taman Sekilau Perdana,Kuantan,Pahang,25200,3.826953,103.3250918
Taman Selamat,Kuantan,Pahang,25050,3.81396,103.3422811
Taman Selamat Baru,Kuantan,Pahang,25050,3.8125282,103.3242743
Taman Semambu,Kuantan,Pahang,25350,3.8479043,103.3363682
Taman Seng Heng,Kuantan,Pahang,25250,3.800596,103.318236
Taman Sentosa,Kuantan,Pahang,25350,3.8346471,103.3401071
Taman Sentosa Baru,Kuantan,Pahang,25350,3.836331,103.3382909
Taman Sepakat,Kuantan,Pahang,25150,3.784523,103.27311
Taman Serai,Kuantan,Pahang,25250,3.81933,103.36737
Taman Seri Berlian,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman Seri Galing,Kuantan,Pahang,25300,3.844626,103.329103
Taman Seri Kuantan,Kuantan,Pahang,25250,3.827521,103.3423988
Taman Seri Lempah,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Seri Pelandok,Kuantan,Pahang,25300,3.8341006,103.3452882
Taman Seri Setongkol,Kuantan,Pahang,25200,3.824973,103.3238999
Taman Seri Tahan,Kuantan,Pahang,25300,3.8314347,103.3457129
Taman Seri Teruntum,Kuantan,Pahang,25100,3.803322,103.3126189
Taman Serindit,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Seroja,Kuantan,Pahang,25050,3.9532426,103.238638
Taman Serukun,Kuantan,Pahang,25350,3.8471341,103.336914
Taman Setali,Kuantan,Pahang,25300,3.841352,103.3288942
Taman Setali Indah,Kuantan,Pahang,25300,3.83512,103.3272518
Taman Setali Maju,Kuantan,Pahang,25300,3.8375787,103.3269739
Taman Setali Wangsa,Kuantan,Pahang,25300,3.836401,103.3291822
Taman Setongkol,Kuantan,Pahang,25200,3.804032,103.3032211
Taman Setongkol Baru,Kuantan,Pahang,25200,3.8139077,103.3046846
Taman Setongkol Jaya,Kuantan,Pahang,25200,3.8074701,103.31303
Taman Shahzan Indera Mahkota,Kuantan,Pahang,25200,3.8175871,103.2835999
Taman Sinar,Kuantan,Pahang,25200,3.8311923,103.324078
Taman Singa Mas,Kuantan,Pahang,25200,3.806453,103.304075
Taman Siok Thong,Kuantan,Pahang,25300,3.818965,103.323996
Taman Skyline,Kuantan,Pahang,25350,3.8534777,103.3269652
Taman Sri Belat,Kuantan,Pahang,25150,3.744494,103.185791
Taman Sri Gading,Kuantan,Pahang,26070,3.753775,103.1884348
Taman Sri Inderapura,Kuantan,Pahang,25150,3.750269,103.2641392
Taman Sri Ku,Kuantan,Pahang,26070,3.7708111,103.2341062
Taman Sri Mahkota,Kuantan,Pahang,26070,3.7880856,103.2259525
Taman Sri Pandan,Kuantan,Pahang,25150,3.785394,103.2310615
Taman Sri Pelangi,Kuantan,Pahang,25250,3.847556,103.336355
Taman Sri Raya,Kuantan,Pahang,25350,3.8396158,103.3309946
Taman Sri Setongkol,Kuantan,Pahang,25200,3.824973,103.3238999
Taman Stongkol Perdana,Kuantan,Pahang,25200,3.8142654,103.30353
Taman Sumber Mewah,Kuantan,Pahang,25300,3.8562805,103.3067562
Taman Sun Foon,Kuantan,Pahang,25250,3.827771,103.3455161
Taman Sungai Charu,Kuantan,Pahang,25200,3.820257,103.312323
Taman Sungai Isap,Kuantan,Pahang,25150,3.7826767,103.2752731
Taman Sungai Isap Baru,Kuantan,Pahang,25150,3.7921228,103.271573
Taman Sungai Isap Damai,Kuantan,Pahang,25150,3.8026137,103.2752855
Taman Sungai Isap Jaya,Kuantan,Pahang,25150,3.7824157,103.2761513
Taman Sungai Isap Perdana,Kuantan,Pahang,25150,3.7938345,103.2786844
Taman Sungai Karang Maju,Kuantan,Pahang,26100,3.907673,103.345781
Taman Sungai Karas,Kuantan,Pahang,25200,3.8353843,103.2901816
Taman Sungai Karas,Kuantan,Pahang,25250,3.8233408,103.3500652
Taman Sungai Ular Jaya,Kuantan,Pahang,26100,4.0363053,103.3954087
Taman Suraya,Kuantan,Pahang,25300,3.8091638,103.3300524
Taman Suria,Kuantan,Pahang,25250,3.816485,103.3436812
Taman Tab,Kuantan,Pahang,25300,3.832673,103.343638
Taman Tahan,Kuantan,Pahang,25300,3.8271333,103.3386031
Taman Tanah Puteh,Kuantan,Pahang,25100,3.7961977,103.3170233
Taman Tanah Puteh Baru,Kuantan,Pahang,25150,3.790166,103.3004362
Taman Tanjong Api,Kuantan,Pahang,25050,3.8106271,103.3421469
Taman Tanjong Pasir,Kuantan,Pahang,25200,3.8693239,103.2484841
Taman Tas Kuantan,Kuantan,Pahang,25150,3.772385,103.237888
Taman Tas Mahkota,Kuantan,Pahang,25200,3.8050155,103.3264597
Taman Tas Putera,Kuantan,Pahang,25100,3.802569,103.314618
Taman Tas Ria,Kuantan,Pahang,25150,3.7711183,103.2410992
Taman Taz,Kuantan,Pahang,25050,3.819387,103.353899
Taman Teberau,Kuantan,Pahang,25050,3.7904311,103.393389
Taman Teluk Cempedak,Kuantan,Pahang,25050,3.815505,103.361737
Taman Teluk Sisek,Kuantan,Pahang,25050,3.814559,103.3335101
